character,text,goodness,priority,if_dead
albus dumbledore,"How is he?  Horace?
This is beyond anything I imagined.  In my life I have seen things that are unimaginably horrific.  I know now... you will see worse.
Oh he succeeded.  And not just once.  Think, Harry.  He's just told us.",Good,2,Dead
albus dumbledore,"They can be anything.  The most commonplace of objects.  A ring, for example.  Or a book...
It's a Horcrux, yes.  Four years ago, when you saved Ginny Weasley's life in the Chamber of Secrets, when you brought me this I knew.  This was a different kind of magic.  Very dark.  Very powerful.  But until tonight, I had no idea just how powerful...
Belonged to Voldemort's mother. It was difficult to find and...",Good,2,Dead
albus dumbledore,"One destroys Voldemort.
True.  But magic, especially Dark magic...
... leaves traces.",Good,2,Dead
albus dumbledore,"Yes.  And I think... perhaps... I may have found another.  But this time I cannot hope to destroy it alone.
Once again, I shall ask too much of you.
Whether it has or hasn't is irrelevant.  I will not negotiate this with you, Severus.  You agreed.  There's nothing more to discuss.",Good,2,Dead
albus dumbledore,"Harry.  You need a shave, my friend.
At times I forget how much you've grown.  At times I still see the small boy from the cupboard. Forgive my mawkishness, Harry.  I am an old man.
Like your mother, you are unfailingly kind.",Good,2,Dead
albus dumbledore,"A trait people never fail to undervalue.  I'm afraid.
The place to which we journey tonight is exceedingly dangerous, Harry.  I promised that you could accompany me and I stand by that promise.  But there is a condition:  You must obey any command I give you -- without question.
Understand what I'm saying. Should I tell you to hide, you must hide.",Good,2,Dead
albus dumbledore,"Should I tell you to run, you will run.
And should I tell you to abandon me and save yourself...
You will do so.",Good,2,Dead
albus dumbledore,"Your word, Harry.
Take my arm.
Being me has its privileges.",Good,2,Dead
albus dumbledore,"This is the place.  Oh yes, this place has known magic. Where you stand, Harry, Tom Riddle once stood many, many years ago, when he was but a poor orphan boy with a penchant for cruelty...
One wintry afternoon, he lured two younger classmates to this cave. What happened is unclear.  But this much is known:  the children were damaged.
In order to gain passage, payment must be made, payment intended to weaken any intruder.",Good,2,Dead
albus dumbledore,"Oh, no, Harry.  Your blood is much more precious than mine.
Careful.  The water.
It's there.  The only question is how do we get to it?",Good,2,Dead
albus dumbledore,"Perhaps not.
If you would, Harry...
Only recreationally.  You see, I believe one creates one's own luck.",Good,2,Dead
albus dumbledore,"Yes.
Remember... the water.
Oh yes.",Good,2,Dead
albus dumbledore,"It has to be drunk.
You remember the condition on which I brought you with me? This potion might paralyze me.  It might cause me to forget why I'm here.  It might create so much pain I beg for relief.  You are not to indulge these requests, Harry.  It is your job to make sure I keep drinking this potion even if you have to force it down my throat.  Understood?
Because I am much older, much cleverer... and much less valuable. Your good health, Harry.",Good,2,Dead
albus dumbledore,"Don't... don't make me...
Nooooooo!!!
Make it stop... Please... make it stop...",Good,2,Dead
albus dumbledore,"My fault.  It's all my fault...
Too much... I can't... take it... I want... to die... kill... kill me... KILL ME, HARRY!
Your word, Harry!  Your word!",Good,2,Dead
albus dumbledore,"Kill me!  It's the only way!
Water. Water...
Aguamenti.",Good,2,Dead
albus dumbledore,"Water!
Go...
We have to... go.",Good,2,Dead
albus dumbledore,"I am not worried, Harry.  I am with you.
No.  Severus... Severus is who I need... Go and wake him... Tell him what has happened...
Speak to no one else... I... I shall wait here...",Good,2,Dead
albus dumbledore,"No, Harry.  I do not pray.  I was merely closing a window -- the one that had allowed us to Apparate.
Hide yourself below.  And do not speak or show yourself without my permission.  No matter what.
Do as I say, Harry.",Good,2,Dead
albus dumbledore,"Trust me.
Good evening, Draco.  What brings you out on such a fine Spring evening?  Or is it Summer?
I often talk aloud to myself.  I find it extraordinarily useful. That which sounds sane at a whisper can seem utterly mad when said for all the world to hear. Haven't been whispering to yourself, have you, Draco?",Good,2,Dead
albus dumbledore,"You are not an assassin, Draco.
Like cursing Katie Bell and hoping she would, in turn, bear a cursed necklace to me?  Like replacing a bottle of mead with one laced with poison.  Forgive me, Draco, but these are attempts so feeble I cannot help but question if your heart has been really in them. I'm curious.  When Voldemort gave you this task, when he asked you to kill me, was it in a whisper?
Then I shall make it easy for you.",Good,2,Dead
albus dumbledore,"Well done, Draco.  But I warn you. Killing is not nearly as easy.
You're not alone.  Are you.  There are others.  How?
That cabinet has been broken for years.",Good,2,Dead
albus dumbledore,"Ingenious.  Let me guess.  It has a sister.  A twin.
A passage, yes.  Very good. I once knew a boy years ago who made all the wrong choices.  Let me help you, Draco.
Say that again, Draco.  But aloud this time.",Good,2,Dead
albus dumbledore,"Good evening, Bellatrix.  I think introductions are in order.
Severus...
Severus... please.",Good,2,Dead
albus dumbledore,"That wasn't my intention.
Stand up, Severus. I haven't much time. What message do you bring from Lord Voldemort this time?
Is this about the Prophecy?",Good,2,Dead
albus dumbledore,"How much did you relay?
The Prophecy did not refer to a woman. It spoke of a boy born at the end of July --
If she means so much to you, surely Lord Voldemort would spare her in exchange for the boy.",Good,2,Dead
albus dumbledore,"You disgust me. You would sacrifice the life of an innocent child over a schoolboy crush?
And should I do so, what will you give me in return, Severus?
Lily and James put their faith in the wrong person. Rather like you, Severus.",Good,2,Dead
albus dumbledore,"The boy survives.
He has her eyes.
The Dark Lord will return. And the boy will be in terrible danger when he does.",Good,2,Dead
albus dumbledore,"My word that I shall never reveal the best of you, Severus? If you insist.
Sometimes we see what we expect to see, Severus. Other teachers indicate the boy is modest, likeable and while no prodigy, possesses above-average gifts. Personally, I find him rather engaging.
Perhaps. oOh. Severus.",Good,2,Dead
albus dumbledore,"I was... foolish... greedy...
For the time being?
How long?",Good,2,Dead
albus dumbledore,"Well, this makes matters much more straightforward.
Do not ignore me, Severus. Was it not you who told me of Lord Voldemort's plan to have the Malfoy boy murder me?
You must agree.",Good,2,Dead
albus dumbledore,"Yes. You must be the one to kill me, Severus. It is the only way. Only then will the Dark Lord trust you completely.
There will come a time when Harry Potter must be told something. But you must wait until Voldemort is at his most vulnerable.
On the night Lord Voldemort went to Godric's Hollow to kill Harry, and Lily Potter cast herself between them, the curse rebounded. When that happened, a part of Lord Voldemort's soul latched itself onto the only living thing it could find: Harry himself.",Good,2,Dead
albus dumbledore,"There's a reason Harry can speak with snakes. There's a reason he can look into Lord Voldemort's mind. A part of Lord Voldemort lives inside him.
But this is touching, Severus. Don't tell me you've grown to care for the boy?
Lily. After all this time?",Good,2,Dead
